date,crop_type,region,market_name,price_per_kg,currency,source
2023-10-16,tomatoes,Tarkwa,Tarkwa Central Market,4.12,GHS,WFP-GIEWS-Ghana
2023-10-23,tomatoes,Tarkwa,Tarkwa Central Market,4.33,GHS,WFP-GIEWS-Ghana
2023-10-30,tomatoes,Tarkwa,Tarkwa Central Market,4.26,GHS,WFP-GIEWS-Ghana
2023-11-06,tomatoes,Tarkwa,Tarkwa Central Market,4.35,GHS,WFP-GIEWS-Ghana
2023-11-13,tomatoes,Tarkwa,Tarkwa Central Market,4.24,GHS,WFP-GIEWS-Ghana
2023-11-20,tomatoes,Tarkwa,Tarkwa Central Market,4.33,GHS,WFP-GIEWS-Ghana
2023-11-27,tomatoes,Tarkwa,Tarkwa Central Market,4.17,GHS,WFP-GIEWS-Ghana
2023-12-04,tomatoes,Tarkwa,Tarkwa Central Market,4.65,GHS,WFP-GIEWS-Ghana
2023-12-11,tomatoes,Tarkwa,Tarkwa Central Market,4.0,GHS,WFP-GIEWS-Ghana
2023-12-18,tomatoes,Tarkwa,Tarkwa Central Market,4.49,GHS,WFP-GIEWS-Ghana
2023-12-25,tomatoes,Tarkwa,Tarkwa Central Market,4.5,GHS,WFP-GIEWS-Ghana
2024-01-01,tomatoes,Tarkwa,Tarkwa Central Market,5.28,GHS,WFP-GIEWS-Ghana
2024-01-08,tomatoes,Tarkwa,Tarkwa Central Market,5.95,GHS,WFP-GIEWS-Ghana
2024-01-15,tomatoes,Tarkwa,Tarkwa Central Market,5.68,GHS,WFP-GIEWS-Ghana
2024-01-22,tomatoes,Tarkwa,Tarkwa Central Market,5.67,GHS,WFP-GIEWS-Ghana
2024-01-29,tomatoes,Tarkwa,Tarkwa Central Market,5.47,GHS,WFP-GIEWS-Ghana
2024-02-05,tomatoes,Tarkwa,Tarkwa Central Market,5.45,GHS,WFP-GIEWS-Ghana
2024-02-12,tomatoes,Tarkwa,Tarkwa Central Market,5.45,GHS,WFP-GIEWS-Ghana
2024-02-19,tomatoes,Tarkwa,Tarkwa Central Market,5.58,GHS,WFP-GIEWS-Ghana
2024-02-26,tomatoes,Tarkwa,Tarkwa Central Market,5.8,GHS,WFP-GIEWS-Ghana
2024-03-04,tomatoes,Tarkwa,Tarkwa Central Market,4.75,GHS,WFP-GIEWS-Ghana
2024-03-11,tomatoes,Tarkwa,Tarkwa Central Market,4.54,GHS,WFP-GIEWS-Ghana
2024-03-18,tomatoes,Tarkwa,Tarkwa Central Market,4.87,GHS,WFP-GIEWS-Ghana
2024-03-25,tomatoes,Tarkwa,Tarkwa Central Market,4.89,GHS,WFP-GIEWS-Ghana
2024-04-01,tomatoes,Tarkwa,Tarkwa Central Market,4.87,GHS,WFP-GIEWS-Ghana
2024-04-08,tomatoes,Tarkwa,Tarkwa Central Market,4.88,GHS,WFP-GIEWS-Ghana
2024-04-15,tomatoes,Tarkwa,Tarkwa Central Market,4.69,GHS,WFP-GIEWS-Ghana
2024-04-22,tomatoes,Tarkwa,Tarkwa Central Market,4.57,GHS,WFP-GIEWS-Ghana
2024-04-29,tomatoes,Tarkwa,Tarkwa Central Market,4.58,GHS,WFP-GIEWS-Ghana
2024-05-06,tomatoes,Tarkwa,Tarkwa Central Market,4.46,GHS,WFP-GIEWS-Ghana
2024-05-13,tomatoes,Tarkwa,Tarkwa Central Market,4.82,GHS,WFP-GIEWS-Ghana
2024-05-20,tomatoes,Tarkwa,Tarkwa Central Market,4.76,GHS,WFP-GIEWS-Ghana
2024-05-27,tomatoes,Tarkwa,Tarkwa Central Market,4.69,GHS,WFP-GIEWS-Ghana
2024-06-03,tomatoes,Tarkwa,Tarkwa Central Market,4.6,GHS,WFP-GIEWS-Ghana
2024-06-10,tomatoes,Tarkwa,Tarkwa Central Market,4.96,GHS,WFP-GIEWS-Ghana
2024-06-17,tomatoes,Tarkwa,Tarkwa Central Market,5.46,GHS,WFP-GIEWS-Ghana
2024-06-24,tomatoes,Tarkwa,Tarkwa Central Market,5.08,GHS,WFP-GIEWS-Ghana
2024-07-01,tomatoes,Tarkwa,Tarkwa Central Market,5.97,GHS,WFP-GIEWS-Ghana
2024-07-08,tomatoes,Tarkwa,Tarkwa Central Market,5.56,GHS,WFP-GIEWS-Ghana
2024-07-15,tomatoes,Tarkwa,Tarkwa Central Market,6.22,GHS,WFP-GIEWS-Ghana
2024-07-22,tomatoes,Tarkwa,Tarkwa Central Market,5.85,GHS,WFP-GIEWS-Ghana
2024-07-29,tomatoes,Tarkwa,Tarkwa Central Market,5.95,GHS,WFP-GIEWS-Ghana
2024-08-05,tomatoes,Tarkwa,Tarkwa Central Market,6.47,GHS,WFP-GIEWS-Ghana
2024-08-12,tomatoes,Tarkwa,Tarkwa Central Market,6.28,GHS,WFP-GIEWS-Ghana
2024-08-19,tomatoes,Tarkwa,Tarkwa Central Market,5.85,GHS,WFP-GIEWS-Ghana
2024-08-26,tomatoes,Tarkwa,Tarkwa Central Market,5.78,GHS,WFP-GIEWS-Ghana
2024-09-02,tomatoes,Tarkwa,Tarkwa Central Market,5.25,GHS,WFP-GIEWS-Ghana
2024-09-09,tomatoes,Tarkwa,Tarkwa Central Market,5.43,GHS,WFP-GIEWS-Ghana
2024-09-16,tomatoes,Tarkwa,Tarkwa Central Market,5.3,GHS,WFP-GIEWS-Ghana
2024-09-23,tomatoes,Tarkwa,Tarkwa Central Market,5.24,GHS,WFP-GIEWS-Ghana
2024-09-30,tomatoes,Tarkwa,Tarkwa Central Market,5.64,GHS,WFP-GIEWS-Ghana
2024-10-07,tomatoes,Tarkwa,Tarkwa Central Market,4.53,GHS,WFP-GIEWS-Ghana
2024-10-14,tomatoes,Tarkwa,Tarkwa Central Market,4.97,GHS,WFP-GIEWS-Ghana
2024-10-21,tomatoes,Tarkwa,Tarkwa Central Market,4.57,GHS,WFP-GIEWS-Ghana
2024-10-28,tomatoes,Tarkwa,Tarkwa Central Market,4.88,GHS,WFP-GIEWS-Ghana
2024-11-04,tomatoes,Tarkwa,Tarkwa Central Market,4.65,GHS,WFP-GIEWS-Ghana
2024-11-11,tomatoes,Tarkwa,Tarkwa Central Market,4.76,GHS,WFP-GIEWS-Ghana
2024-11-18,tomatoes,Tarkwa,Tarkwa Central Market,4.45,GHS,WFP-GIEWS-Ghana
2024-11-25,tomatoes,Tarkwa,Tarkwa Central Market,4.43,GHS,WFP-GIEWS-Ghana
2024-12-02,tomatoes,Tarkwa,Tarkwa Central Market,4.7,GHS,WFP-GIEWS-Ghana
2024-12-09,tomatoes,Tarkwa,Tarkwa Central Market,4.79,GHS,WFP-GIEWS-Ghana
2024-12-16,tomatoes,Tarkwa,Tarkwa Central Market,4.62,GHS,WFP-GIEWS-Ghana
2024-12-23,tomatoes,Tarkwa,Tarkwa Central Market,4.38,GHS,WFP-GIEWS-Ghana
2024-12-30,tomatoes,Tarkwa,Tarkwa Central Market,4.36,GHS,WFP-GIEWS-Ghana
2018-01-01,tomatoes,Bogoso,Bogoso Junction Market,3.1,GHS,WFP-GIEWS-Ghana
2018-01-08,tomatoes,Bogoso,Bogoso Junction Market,3.35,GHS,WFP-GIEWS-Ghana
2018-01-15,tomatoes,Bogoso,Bogoso Junction Market,3.49,GHS,WFP-GIEWS-Ghana
2018-01-22,tomatoes,Bogoso,Bogoso Junction Market,3.34,GHS,WFP-GIEWS-Ghana
2018-01-29,tomatoes,Bogoso,Bogoso Junction Market,3.04,GHS,WFP-GIEWS-Ghana
2018-02-05,tomatoes,Bogoso,Bogoso Junction Market,3.34,GHS,WFP-GIEWS-Ghana
2018-02-12,tomatoes,Bogoso,Bogoso Junction Market,3.34,GHS,WFP-GIEWS-Ghana
2018-02-19,tomatoes,Bogoso,Bogoso Junction Market,3.64,GHS,WFP-GIEWS-Ghana
2018-02-26,tomatoes,Bogoso,Bogoso Junction Market,3.17,GHS,WFP-GIEWS-Ghana
2018-03-05,tomatoes,Bogoso,Bogoso Junction Market,2.84,GHS,WFP-GIEWS-Ghana
2018-03-12,tomatoes,Bogoso,Bogoso Junction Market,3.08,GHS,WFP-GIEWS-Ghana
2018-03-19,tomatoes,Bogoso,Bogoso Junction Market,2.93,GHS,WFP-GIEWS-Ghana
2018-03-26,tomatoes,Bogoso,Bogoso Junction Market,2.95,GHS,WFP-GIEWS-Ghana
2018-04-02,tomatoes,Bogoso,Bogoso Junction Market,2.91,GHS,WFP-GIEWS-Ghana
2018-04-09,tomatoes,Bogoso,Bogoso Junction Market,2.94,GHS,WFP-GIEWS-Ghana
2018-04-16,tomatoes,Bogoso,Bogoso Junction Market,2.99,GHS,WFP-GIEWS-Ghana
2018-04-23,tomatoes,Bogoso,Bogoso Junction Market,2.81,GHS,WFP-GIEWS-Ghana
2018-04-30,tomatoes,Bogoso,Bogoso Junction Market,3.0,GHS,WFP-GIEWS-Ghana
2018-05-07,tomatoes,Bogoso,Bogoso Junction Market,2.76,GHS,WFP-GIEWS-Ghana
2018-05-14,tomatoes,Bogoso,Bogoso Junction Market,2.96,GHS,WFP-GIEWS-Ghana
2018-05-21,tomatoes,Bogoso,Bogoso Junction Market,2.94,GHS,WFP-GIEWS-Ghana
2018-05-28,tomatoes,Bogoso,Bogoso Junction Market,2.85,GHS,WFP-GIEWS-Ghana
2018-06-04,tomatoes,Bogoso,Bogoso Junction Market,3.19,GHS,WFP-GIEWS-Ghana
2018-06-11,tomatoes,Bogoso,Bogoso Junction Market,3.11,GHS,WFP-GIEWS-Ghana
2018-06-18,tomatoes,Bogoso,Bogoso Junction Market,3.06,GHS,WFP-GIEWS-Ghana
2018-06-25,tomatoes,Bogoso,Bogoso Junction Market,3.15,GHS,WFP-GIEWS-Ghana
2018-07-02,tomatoes,Bogoso,Bogoso Junction Market,3.44,GHS,WFP-GIEWS-Ghana
2018-07-09,tomatoes,Bogoso,Bogoso Junction Market,3.65,GHS,WFP-GIEWS-Ghana
2018-07-16,tomatoes,Bogoso,Bogoso Junction Market,3.43,GHS,WFP-GIEWS-Ghana
2018-07-23,tomatoes,Bogoso,Bogoso Junction Market,3.7,GHS,WFP-GIEWS-Ghana
2018-07-30,tomatoes,Bogoso,Bogoso Junction Market,3.43,GHS,WFP-GIEWS-Ghana
2018-08-06,tomatoes,Bogoso,Bogoso Junction Market,3.54,GHS,WFP-GIEWS-Ghana
2018-08-13,tomatoes,Bogoso,Bogoso Junction Market,3.53,GHS,WFP-GIEWS-Ghana
2018-08-20,tomatoes,Bogoso,Bogoso Junction Market,3.81,GHS,WFP-GIEWS-Ghana
2018-08-27,tomatoes,Bogoso,Bogoso Junction Market,3.67,GHS,WFP-GIEWS-Ghana
2018-09-03,tomatoes,Bogoso,Bogoso Junction Market,3.23,GHS,WFP-GIEWS-Ghana
2018-09-10,tomatoes,Bogoso,Bogoso Junction Market,3.32,GHS,WFP-GIEWS-Ghana
2018-09-17,tomatoes,Bogoso,Bogoso Junction Market,2.98,GHS,WFP-GIEWS-Ghana
2018-09-24,tomatoes,Bogoso,Bogoso Junction Market,3.25,GHS,WFP-GIEWS-Ghana
2018-10-01,tomatoes,Bogoso,Bogoso Junction Market,3.01,GHS,WFP-GIEWS-Ghana
2018-10-08,tomatoes,Bogoso,Bogoso Junction Market,2.8,GHS,WFP-GIEWS-Ghana
2018-10-15,tomatoes,Bogoso,Bogoso Junction Market,2.79,GHS,WFP-GIEWS-Ghana
2018-10-22,tomatoes,Bogoso,Bogoso Junction Market,2.85,GHS,WFP-GIEWS-Ghana
2018-10-29,tomatoes,Bogoso,Bogoso Junction Market,2.88,GHS,WFP-GIEWS-Ghana
2018-11-05,tomatoes,Bogoso,Bogoso Junction Market,2.58,GHS,WFP-GIEWS-Ghana
2018-11-12,tomatoes,Bogoso,Bogoso Junction Market,2.61,GHS,WFP-GIEWS-Ghana
2018-11-19,tomatoes,Bogoso,Bogoso Junction Market,2.83,GHS,WFP-GIEWS-Ghana
2018-11-26,tomatoes,Bogoso,Bogoso Junction Market,2.72,GHS,WFP-GIEWS-Ghana
2018-12-03,tomatoes,Bogoso,Bogoso Junction Market,2.97,GHS,WFP-GIEWS-Ghana
2018-12-10,tomatoes,Bogoso,Bogoso Junction Market,2.79,GHS,WFP-GIEWS-Ghana
2018-12-17,tomatoes,Bogoso,Bogoso Junction Market,2.6,GHS,WFP-GIEWS-Ghana
2018-12-24,tomatoes,Bogoso,Bogoso Junction Market,2.68,GHS,WFP-GIEWS-Ghana
2018-12-31,tomatoes,Bogoso,Bogoso Junction Market,2.51,GHS,WFP-GIEWS-Ghana
2019-01-07,tomatoes,Bogoso,Bogoso Junction Market,3.57,GHS,WFP-GIEWS-Ghana
2019-01-14,tomatoes,Bogoso,Bogoso Junction Market,3.58,GHS,WFP-GIEWS-Ghana
2019-01-21,tomatoes,Bogoso,Bogoso Junction Market,3.55,GHS,WFP-GIEWS-Ghana
2019-01-28,tomatoes,Bogoso,Bogoso Junction Market,3.76,GHS,WFP-GIEWS-Ghana
2019-02-04,tomatoes,Bogoso,Bogoso Junction Market,3.8,GHS,WFP-GIEWS-Ghana
2019-02-11,tomatoes,Bogoso,Bogoso Junction Market,3.61,GHS,WFP-GIEWS-Ghana
2019-02-18,tomatoes,Bogoso,Bogoso Junction Market,3.32,GHS,WFP-GIEWS-Ghana
2019-02-25,tomatoes,Bogoso,Bogoso Junction Market,3.72,GHS,WFP-GIEWS-Ghana
2019-03-04,tomatoes,Bogoso,Bogoso Junction Market,3.18,GHS,WFP-GIEWS-Ghana
2019-03-11,tomatoes,Bogoso,Bogoso Junction Market,3.15,GHS,WFP-GIEWS-Ghana
2019-03-18,tomatoes,Bogoso,Bogoso Junction Market,3.23,GHS,WFP-GIEWS-Ghana
2019-03-25,tomatoes,Bogoso,Bogoso Junction Market,2.97,GHS,WFP-GIEWS-Ghana
2019-04-01,tomatoes,Bogoso,Bogoso Junction Market,3.38,GHS,WFP-GIEWS-Ghana
2019-04-08,tomatoes,Bogoso,Bogoso Junction Market,3.01,GHS,WFP-GIEWS-Ghana
2019-04-15,tomatoes,Bogoso,Bogoso Junction Market,3.23,GHS,WFP-GIEWS-Ghana
2019-04-22,tomatoes,Bogoso,Bogoso Junction Market,2.92,GHS,WFP-GIEWS-Ghana
2019-04-29,tomatoes,Bogoso,Bogoso Junction Market,3.02,GHS,WFP-GIEWS-Ghana
2019-05-06,tomatoes,Bogoso,Bogoso Junction Market,3.34,GHS,WFP-GIEWS-Ghana
2019-05-13,tomatoes,Bogoso,Bogoso Junction Market,3.12,GHS,WFP-GIEWS-Ghana
2019-05-20,tomatoes,Bogoso,Bogoso Junction Market,3.26,GHS,WFP-GIEWS-Ghana
2019-05-27,tomatoes,Bogoso,Bogoso Junction Market,3.18,GHS,WFP-GIEWS-Ghana
2019-06-03,tomatoes,Bogoso,Bogoso Junction Market,3.43,GHS,WFP-GIEWS-Ghana
2019-06-10,tomatoes,Bogoso,Bogoso Junction Market,3.64,GHS,WFP-GIEWS-Ghana
2019-06-17,tomatoes,Bogoso,Bogoso Junction Market,3.42,GHS,WFP-GIEWS-Ghana
2019-06-24,tomatoes,Bogoso,Bogoso Junction Market,3.2,GHS,WFP-GIEWS-Ghana
2019-07-01,tomatoes,Bogoso,Bogoso Junction Market,3.76,GHS,WFP-GIEWS-Ghana
2019-07-08,tomatoes,Bogoso,Bogoso Junction Market,3.97,GHS,WFP-GIEWS-Ghana
2019-07-15,tomatoes,Bogoso,Bogoso Junction Market,3.95,GHS,WFP-GIEWS-Ghana
2019-07-22,tomatoes,Bogoso,Bogoso Junction Market,3.64,GHS,WFP-GIEWS-Ghana
2019-07-29,tomatoes,Bogoso,Bogoso Junction Market,3.77,GHS,WFP-GIEWS-Ghana
2019-08-05,tomatoes,Bogoso,Bogoso Junction Market,3.82,GHS,WFP-GIEWS-Ghana
2019-08-12,tomatoes,Bogoso,Bogoso Junction Market,3.86,GHS,WFP-GIEWS-Ghana
2019-08-19,tomatoes,Bogoso,Bogoso Junction Market,3.7,GHS,WFP-GIEWS-Ghana
2019-08-26,tomatoes,Bogoso,Bogoso Junction Market,3.81,GHS,WFP-GIEWS-Ghana
2019-09-02,tomatoes,Bogoso,Bogoso Junction Market,3.41,GHS,WFP-GIEWS-Ghana
2019-09-09,tomatoes,Bogoso,Bogoso Junction Market,3.62,GHS,WFP-GIEWS-Ghana
2019-09-16,tomatoes,Bogoso,Bogoso Junction Market,3.63,GHS,WFP-GIEWS-Ghana
2019-09-23,tomatoes,Bogoso,Bogoso Junction Market,3.5,GHS,WFP-GIEWS-Ghana
2019-09-30,tomatoes,Bogoso,Bogoso Junction Market,3.46,GHS,WFP-GIEWS-Ghana
2019-10-07,tomatoes,Bogoso,Bogoso Junction Market,3.02,GHS,WFP-GIEWS-Ghana
2019-10-14,tomatoes,Bogoso,Bogoso Junction Market,2.91,GHS,WFP-GIEWS-Ghana
2019-10-21,tomatoes,Bogoso,Bogoso Junction Market,2.87,GHS,WFP-GIEWS-Ghana
2019-10-28,tomatoes,Bogoso,Bogoso Junction Market,2.89,GHS,WFP-GIEWS-Ghana
2019-11-04,tomatoes,Bogoso,Bogoso Junction Market,2.95,GHS,WFP-GIEWS-Ghana
2019-11-11,tomatoes,Bogoso,Bogoso Junction Market,2.89,GHS,WFP-GIEWS-Ghana
2019-11-18,tomatoes,Bogoso,Bogoso Junction Market,3.05,GHS,WFP-GIEWS-Ghana
2019-11-25,tomatoes,Bogoso,Bogoso Junction Market,3.12,GHS,WFP-GIEWS-Ghana
2019-12-02,tomatoes,Bogoso,Bogoso Junction Market,2.85,GHS,WFP-GIEWS-Ghana
2019-12-09,tomatoes,Bogoso,Bogoso Junction Market,3.05,GHS,WFP-GIEWS-Ghana
2019-12-16,tomatoes,Bogoso,Bogoso Junction Market,3.02,GHS,WFP-GIEWS-Ghana
2019-12-23,tomatoes,Bogoso,Bogoso Junction Market,3.09,GHS,WFP-GIEWS-Ghana
2019-12-30,tomatoes,Bogoso,Bogoso Junction Market,3.04,GHS,WFP-GIEWS-Ghana
2020-01-06,tomatoes,Bogoso,Bogoso Junction Market,3.67,GHS,WFP-GIEWS-Ghana
2020-01-13,tomatoes,Bogoso,Bogoso Junction Market,3.7,GHS,WFP-GIEWS-Ghana
2020-01-20,tomatoes,Bogoso,Bogoso Junction Market,3.9,GHS,WFP-GIEWS-Ghana
2020-01-27,tomatoes,Bogoso,Bogoso Junction Market,4.06,GHS,WFP-GIEWS-Ghana
2020-02-03,tomatoes,Bogoso,Bogoso Junction Market,3.57,GHS,WFP-GIEWS-Ghana
2020-02-10,tomatoes,Bogoso,Bogoso Junction Market,3.97,GHS,WFP-GIEWS-Ghana
2020-02-17,tomatoes,Bogoso,Bogoso Junction Market,4.11,GHS,WFP-GIEWS-Ghana
2020-02-24,tomatoes,Bogoso,Bogoso Junction Market,3.9,GHS,WFP-GIEWS-Ghana
2020-03-02,tomatoes,Bogoso,Bogoso Junction Market,3.44,GHS,WFP-GIEWS-Ghana
2020-03-09,tomatoes,Bogoso,Bogoso Junction Market,3.27,GHS,WFP-GIEWS-Ghana
2020-03-16,tomatoes,Bogoso,Bogoso Junction Market,3.35,GHS,WFP-GIEWS-Ghana
2020-03-23,tomatoes,Bogoso,Bogoso Junction Market,3.14,GHS,WFP-GIEWS-Ghana
2020-03-30,tomatoes,Bogoso,Bogoso Junction Market,3.05,GHS,WFP-GIEWS-Ghana
2020-04-06,tomatoes,Bogoso,Bogoso Junction Market,3.51,GHS,WFP-GIEWS-Ghana
2020-04-13,tomatoes,Bogoso,Bogoso Junction Market,3.25,GHS,WFP-GIEWS-Ghana
2020-04-20,tomatoes,Bogoso,Bogoso Junction Market,3.32,GHS,WFP-GIEWS-Ghana
2020-04-27,tomatoes,Bogoso,Bogoso Junction Market,3.2,GHS,WFP-GIEWS-Ghana
2020-05-04,tomatoes,Bogoso,Bogoso Junction Market,3.21,GHS,WFP-GIEWS-Ghana
2020-05-11,tomatoes,Bogoso,Bogoso Junction Market,3.38,GHS,WFP-GIEWS-Ghana
2020-05-18,tomatoes,Bogoso,Bogoso Junction Market,3.31,GHS,WFP-GIEWS-Ghana
2020-05-25,tomatoes,Bogoso,Bogoso Junction Market,3.46,GHS,WFP-GIEWS-Ghana
2020-06-01,tomatoes,Bogoso,Bogoso Junction Market,3.79,GHS,WFP-GIEWS-Ghana
2020-06-08,tomatoes,Bogoso,Bogoso Junction Market,3.77,GHS,WFP-GIEWS-Ghana
2020-06-15,tomatoes,Bogoso,Bogoso Junction Market,3.76,GHS,WFP-GIEWS-Ghana
2020-06-22,tomatoes,Bogoso,Bogoso Junction Market,3.96,GHS,WFP-GIEWS-Ghana
2020-06-29,tomatoes,Bogoso,Bogoso Junction Market,3.57,GHS,WFP-GIEWS-Ghana
2020-07-06,tomatoes,Bogoso,Bogoso Junction Market,4.19,GHS,WFP-GIEWS-Ghana
2020-07-13,tomatoes,Bogoso,Bogoso Junction Market,4.39,GHS,WFP-GIEWS-Ghana
2020-07-20,tomatoes,Bogoso,Bogoso Junction Market,4.41,GHS,WFP-GIEWS-Ghana
2020-07-27,tomatoes,Bogoso,Bogoso Junction Market,3.96,GHS,WFP-GIEWS-Ghana
2020-08-03,tomatoes,Bogoso,Bogoso Junction Market,4.17,GHS,WFP-GIEWS-Ghana
2020-08-10,tomatoes,Bogoso,Bogoso Junction Market,4.45,GHS,WFP-GIEWS-Ghana
2020-08-17,tomatoes,Bogoso,Bogoso Junction Market,4.31,GHS,WFP-GIEWS-Ghana
2020-08-24,tomatoes,Bogoso,Bogoso Junction Market,4.26,GHS,WFP-GIEWS-Ghana
2020-08-31,tomatoes,Bogoso,Bogoso Junction Market,4.19,GHS,WFP-GIEWS-Ghana
2020-09-07,tomatoes,Bogoso,Bogoso Junction Market,3.74,GHS,WFP-GIEWS-Ghana
2020-09-14,tomatoes,Bogoso,Bogoso Junction Market,3.84,GHS,WFP-GIEWS-Ghana
2020-09-21,tomatoes,Bogoso,Bogoso Junction Market,3.76,GHS,WFP-GIEWS-Ghana
2020-09-28,tomatoes,Bogoso,Bogoso Junction Market,3.79,GHS,WFP-GIEWS-Ghana
2020-10-05,tomatoes,Bogoso,Bogoso Junction Market,3.26,GHS,WFP-GIEWS-Ghana
2020-10-12,tomatoes,Bogoso,Bogoso Junction Market,3.16,GHS,WFP-GIEWS-Ghana
2020-10-19,tomatoes,Bogoso,Bogoso Junction Market,3.32,GHS,WFP-GIEWS-Ghana
2020-10-26,tomatoes,Bogoso,Bogoso Junction Market,3.63,GHS,WFP-GIEWS-Ghana
2020-11-02,tomatoes,Bogoso,Bogoso Junction Market,3.04,GHS,WFP-GIEWS-Ghana
2020-11-09,tomatoes,Bogoso,Bogoso Junction Market,3.31,GHS,WFP-GIEWS-Ghana
2020-11-16,tomatoes,Bogoso,Bogoso Junction Market,3.17,GHS,WFP-GIEWS-Ghana
2020-11-23,tomatoes,Bogoso,Bogoso Junction Market,3.34,GHS,WFP-GIEWS-Ghana
2020-11-30,tomatoes,Bogoso,Bogoso Junction Market,3.27,GHS,WFP-GIEWS-Ghana
2020-12-07,tomatoes,Bogoso,Bogoso Junction Market,3.39,GHS,WFP-GIEWS-Ghana
2020-12-14,tomatoes,Bogoso,Bogoso Junction Market,3.44,GHS,WFP-GIEWS-Ghana
2020-12-21,tomatoes,Bogoso,Bogoso Junction Market,3.32,GHS,WFP-GIEWS-Ghana
2020-12-28,tomatoes,Bogoso,Bogoso Junction Market,3.44,GHS,WFP-GIEWS-Ghana
2021-01-04,tomatoes,Bogoso,Bogoso Junction Market,3.81,GHS,WFP-GIEWS-Ghana
2021-01-11,tomatoes,Bogoso,Bogoso Junction Market,4.47,GHS,WFP-GIEWS-Ghana
2021-01-18,tomatoes,Bogoso,Bogoso Junction Market,4.27,GHS,WFP-GIEWS-Ghana
2021-01-25,tomatoes,Bogoso,Bogoso Junction Market,4.39,GHS,WFP-GIEWS-Ghana
2021-02-01,tomatoes,Bogoso,Bogoso Junction Market,4.03,GHS,WFP-GIEWS-Ghana
2021-02-08,tomatoes,Bogoso,Bogoso Junction Market,4.09,GHS,WFP-GIEWS-Ghana
2021-02-15,tomatoes,Bogoso,Bogoso Junction Market,4.26,GHS,WFP-GIEWS-Ghana
2021-02-22,tomatoes,Bogoso,Bogoso Junction Market,4.23,GHS,WFP-GIEWS-Ghana
2021-03-01,tomatoes,Bogoso,Bogoso Junction Market,3.67,GHS,WFP-GIEWS-Ghana
2021-03-08,tomatoes,Bogoso,Bogoso Junction Market,3.79,GHS,WFP-GIEWS-Ghana
2021-03-15,tomatoes,Bogoso,Bogoso Junction Market,3.37,GHS,WFP-GIEWS-Ghana
2021-03-22,tomatoes,Bogoso,Bogoso Junction Market,3.77,GHS,WFP-GIEWS-Ghana
2021-03-29,tomatoes,Bogoso,Bogoso Junction Market,3.63,GHS,WFP-GIEWS-Ghana
2021-04-05,tomatoes,Bogoso,Bogoso Junction Market,3.62,GHS,WFP-GIEWS-Ghana
2021-04-12,tomatoes,Bogoso,Bogoso Junction Market,3.44,GHS,WFP-GIEWS-Ghana
2021-04-19,tomatoes,Bogoso,Bogoso Junction Market,3.73,GHS,WFP-GIEWS-Ghana
2021-04-26,tomatoes,Bogoso,Bogoso Junction Market,3.3,GHS,WFP-GIEWS-Ghana
2021-05-03,tomatoes,Bogoso,Bogoso Junction Market,3.77,GHS,WFP-GIEWS-Ghana
2021-05-10,tomatoes,Bogoso,Bogoso Junction Market,3.46,GHS,WFP-GIEWS-Ghana
2021-05-17,tomatoes,Bogoso,Bogoso Junction Market,3.68,GHS,WFP-GIEWS-Ghana
2021-05-24,tomatoes,Bogoso,Bogoso Junction Market,3.66,GHS,WFP-GIEWS-Ghana
2021-05-31,tomatoes,Bogoso,Bogoso Junction Market,3.85,GHS,WFP-GIEWS-Ghana
2021-06-07,tomatoes,Bogoso,Bogoso Junction Market,3.99,GHS,WFP-GIEWS-Ghana
2021-06-14,tomatoes,Bogoso,Bogoso Junction Market,3.91,GHS,WFP-GIEWS-Ghana
2021-06-21,tomatoes,Bogoso,Bogoso Junction Market,3.94,GHS,WFP-GIEWS-Ghana
2021-06-28,tomatoes,Bogoso,Bogoso Junction Market,4.23,GHS,WFP-GIEWS-Ghana
2021-07-05,tomatoes,Bogoso,Bogoso Junction Market,4.63,GHS,WFP-GIEWS-Ghana
2021-07-12,tomatoes,Bogoso,Bogoso Junction Market,4.46,GHS,WFP-GIEWS-Ghana
2021-07-19,tomatoes,Bogoso,Bogoso Junction Market,4.49,GHS,WFP-GIEWS-Ghana
2021-07-26,tomatoes,Bogoso,Bogoso Junction Market,4.25,GHS,WFP-GIEWS-Ghana
2021-08-02,tomatoes,Bogoso,Bogoso Junction Market,4.63,GHS,WFP-GIEWS-Ghana
2021-08-09,tomatoes,Bogoso,Bogoso Junction Market,4.24,GHS,WFP-GIEWS-Ghana
2021-08-16,tomatoes,Bogoso,Bogoso Junction Market,4.7,GHS,WFP-GIEWS-Ghana
2021-08-23,tomatoes,Bogoso,Bogoso Junction Market,4.59,GHS,WFP-GIEWS-Ghana
2021-08-30,tomatoes,Bogoso,Bogoso Junction Market,5.0,GHS,WFP-GIEWS-Ghana
2021-09-06,tomatoes,Bogoso,Bogoso Junction Market,3.92,GHS,WFP-GIEWS-Ghana
2021-09-13,tomatoes,Bogoso,Bogoso Junction Market,4.08,GHS,WFP-GIEWS-Ghana
2021-09-20,tomatoes,Bogoso,Bogoso Junction Market,4.4,GHS,WFP-GIEWS-Ghana
2021-09-27,tomatoes,Bogoso,Bogoso Junction Market,4.3,GHS,WFP-GIEWS-Ghana
2021-10-04,tomatoes,Bogoso,Bogoso Junction Market,3.41,GHS,WFP-GIEWS-Ghana
2021-10-11,tomatoes,Bogoso,Bogoso Junction Market,3.54,GHS,WFP-GIEWS-Ghana
