date,crop_type,region,demand_kg,price_per_kg,festival_flag,month,week_of_year
2020-12-14,tomatoes,Tarkwa,191.3,3.5,0,12,51
2020-12-21,tomatoes,Tarkwa,320.6,3.39,1,12,52
2020-12-28,tomatoes,Tarkwa,328.0,3.63,1,12,53
2021-01-04,tomatoes,Tarkwa,172.6,4.25,0,1,1
2021-01-11,tomatoes,Tarkwa,165.7,4.51,0,1,2
2021-01-18,tomatoes,Tarkwa,170.4,4.35,0,1,3
2021-01-25,tomatoes,Tarkwa,174.1,4.47,0,1,4
2021-02-01,tomatoes,Tarkwa,171.1,4.29,0,2,5
2021-02-08,tomatoes,Tarkwa,182.2,4.35,0,2,6
2021-02-15,tomatoes,Tarkwa,181.3,4.34,0,2,7
2021-02-22,tomatoes,Tarkwa,178.1,4.22,0,2,8
2021-03-01,tomatoes,Tarkwa,201.9,3.84,0,3,9
2021-03-08,tomatoes,Tarkwa,191.2,3.84,0,3,10
2021-03-15,tomatoes,Tarkwa,204.5,3.83,0,3,11
2021-03-22,tomatoes,Tarkwa,185.0,3.97,0,3,12
2021-03-29,tomatoes,Tarkwa,187.2,3.96,0,3,13
2021-04-05,tomatoes,Tarkwa,301.3,3.71,1,4,14
2021-04-12,tomatoes,Tarkwa,305.0,3.82,1,4,15
2021-04-19,tomatoes,Tarkwa,208.3,3.67,0,4,16
2021-04-26,tomatoes,Tarkwa,191.0,3.77,0,4,17
2021-05-03,tomatoes,Tarkwa,206.1,3.7,0,5,18
2021-05-10,tomatoes,Tarkwa,178.3,4.03,0,5,19
2021-05-17,tomatoes,Tarkwa,203.2,3.84,0,5,20
2021-05-24,tomatoes,Tarkwa,190.6,3.76,0,5,21
2021-05-31,tomatoes,Tarkwa,199.3,3.97,0,5,22
2021-06-07,tomatoes,Tarkwa,208.7,3.79,0,6,23
2021-06-14,tomatoes,Tarkwa,226.1,3.81,0,6,24
2021-06-21,tomatoes,Tarkwa,176.7,4.28,0,6,25
2021-06-28,tomatoes,Tarkwa,176.8,4.16,0,6,26
2021-07-05,tomatoes,Tarkwa,171.0,4.72,0,7,27
2021-07-12,tomatoes,Tarkwa,171.0,4.42,0,7,28
2021-07-19,tomatoes,Tarkwa,164.1,4.67,0,7,29
2021-07-26,tomatoes,Tarkwa,175.1,5.05,0,7,30
2021-08-02,tomatoes,Tarkwa,261.3,4.86,1,8,31
2021-08-09,tomatoes,Tarkwa,259.1,4.73,1,8,32
2021-08-16,tomatoes,Tarkwa,265.2,4.62,1,8,33
2021-08-23,tomatoes,Tarkwa,261.3,4.63,1,8,34
2021-08-30,tomatoes,Tarkwa,314.9,4.3,1,8,35
2021-09-06,tomatoes,Tarkwa,185.3,4.27,0,9,36
2021-09-13,tomatoes,Tarkwa,175.4,4.37,0,9,37
2021-09-20,tomatoes,Tarkwa,215.0,3.96,0,9,38
2021-09-27,tomatoes,Tarkwa,196.9,4.11,0,9,39
2021-10-04,tomatoes,Tarkwa,231.3,3.45,0,10,40
2021-10-11,tomatoes,Tarkwa,198.3,3.48,0,10,41
2021-10-18,tomatoes,Tarkwa,208.9,3.62,0,10,42
2021-10-25,tomatoes,Tarkwa,226.4,3.31,0,10,43
2021-11-01,tomatoes,Tarkwa,189.5,3.73,0,11,44
2021-11-08,tomatoes,Tarkwa,186.2,3.75,0,11,45
2021-11-15,tomatoes,Tarkwa,209.9,3.6,0,11,46
2021-11-22,tomatoes,Tarkwa,222.9,3.28,0,11,47
2021-11-29,tomatoes,Tarkwa,188.2,3.49,0,11,48
2021-12-06,tomatoes,Tarkwa,179.6,3.84,0,12,49
2021-12-13,tomatoes,Tarkwa,185.1,3.25,0,12,50
2021-12-20,tomatoes,Tarkwa,347.2,3.61,1,12,51
2021-12-27,tomatoes,Tarkwa,338.4,3.49,1,12,52
2022-01-03,tomatoes,Tarkwa,179.6,4.83,0,1,1
2022-01-10,tomatoes,Tarkwa,170.2,4.56,0,1,2
2022-01-17,tomatoes,Tarkwa,171.3,4.76,0,1,3
2022-01-24,tomatoes,Tarkwa,177.3,4.79,0,1,4
2022-01-31,tomatoes,Tarkwa,168.9,5.03,0,1,5
2022-02-07,tomatoes,Tarkwa,188.6,4.67,0,2,6
2022-02-14,tomatoes,Tarkwa,190.5,4.78,0,2,7
2022-02-21,tomatoes,Tarkwa,221.3,4.43,0,2,8
2022-02-28,tomatoes,Tarkwa,179.3,4.94,0,2,9
2022-03-07,tomatoes,Tarkwa,217.8,3.92,0,3,10
2022-03-14,tomatoes,Tarkwa,192.9,3.95,0,3,11
2022-03-21,tomatoes,Tarkwa,179.5,4.04,0,3,12
2022-03-28,tomatoes,Tarkwa,205.0,3.79,0,3,13
2022-04-04,tomatoes,Tarkwa,282.7,4.1,1,4,14
2022-04-11,tomatoes,Tarkwa,306.2,4.22,1,4,15
2022-04-18,tomatoes,Tarkwa,189.0,4.11,0,4,16
2022-04-25,tomatoes,Tarkwa,185.3,3.81,0,4,17
2022-05-02,tomatoes,Tarkwa,222.0,4.07,0,5,18
2022-05-09,tomatoes,Tarkwa,189.7,4.21,0,5,19
2022-05-16,tomatoes,Tarkwa,191.7,3.78,0,5,20
2022-05-23,tomatoes,Tarkwa,218.0,3.92,0,5,21
2022-05-30,tomatoes,Tarkwa,186.5,4.24,0,5,22
2022-06-06,tomatoes,Tarkwa,209.5,4.53,0,6,23
2022-06-13,tomatoes,Tarkwa,187.3,4.55,0,6,24
2022-06-20,tomatoes,Tarkwa,181.8,4.81,0,6,25
2022-06-27,tomatoes,Tarkwa,199.7,4.56,0,6,26
2022-07-04,tomatoes,Tarkwa,185.3,5.18,0,7,27
2022-07-11,tomatoes,Tarkwa,176.8,5.59,0,7,28
2022-07-18,tomatoes,Tarkwa,182.8,5.0,0,7,29
2022-07-25,tomatoes,Tarkwa,192.8,4.89,0,7,30
2022-08-01,tomatoes,Tarkwa,281.7,5.17,1,8,31
2022-08-08,tomatoes,Tarkwa,272.9,5.17,1,8,32
2022-08-15,tomatoes,Tarkwa,275.4,4.97,1,8,33
2022-08-22,tomatoes,Tarkwa,257.5,4.87,1,8,34
2022-08-29,tomatoes,Tarkwa,264.9,5.55,1,8,35
2022-09-05,tomatoes,Tarkwa,198.0,4.62,0,9,36
2022-09-12,tomatoes,Tarkwa,198.8,4.43,0,9,37
2022-09-19,tomatoes,Tarkwa,208.9,4.73,0,9,38
2022-09-26,tomatoes,Tarkwa,183.0,4.54,0,9,39
2022-10-03,tomatoes,Tarkwa,224.9,3.86,0,10,40
2022-10-10,tomatoes,Tarkwa,199.4,3.99,0,10,41
2022-10-17,tomatoes,Tarkwa,215.4,3.7,0,10,42
2022-10-24,tomatoes,Tarkwa,196.1,3.96,0,10,43
2022-10-31,tomatoes,Tarkwa,172.9,4.2,0,10,44
2022-11-07,tomatoes,Tarkwa,198.9,4.0,0,11,45
2022-11-14,tomatoes,Tarkwa,209.8,3.87,0,11,46
2022-11-21,tomatoes,Tarkwa,214.8,3.85,0,11,47
2022-11-28,tomatoes,Tarkwa,203.6,3.86,0,11,48
2022-12-05,tomatoes,Tarkwa,178.4,3.91,0,12,49
2022-12-12,tomatoes,Tarkwa,187.1,3.89,0,12,50
2022-12-19,tomatoes,Tarkwa,222.6,4.1,0,12,51
2022-12-26,tomatoes,Tarkwa,333.6,3.68,1,12,52
2023-01-02,tomatoes,Tarkwa,200.5,5.23,0,1,1
2023-01-09,tomatoes,Tarkwa,180.8,4.98,0,1,2
2023-01-16,tomatoes,Tarkwa,185.3,5.13,0,1,3
2023-01-23,tomatoes,Tarkwa,203.4,4.83,0,1,4
2023-01-30,tomatoes,Tarkwa,173.1,5.33,0,1,5
2023-02-06,tomatoes,Tarkwa,200.5,5.34,0,2,6
2023-02-13,tomatoes,Tarkwa,185.4,5.28,0,2,7
2023-02-20,tomatoes,Tarkwa,204.3,4.78,0,2,8
2023-02-27,tomatoes,Tarkwa,182.1,5.26,0,2,9
2023-03-06,tomatoes,Tarkwa,209.2,4.43,0,3,10
2023-03-13,tomatoes,Tarkwa,234.4,4.08,0,3,11
2023-03-20,tomatoes,Tarkwa,202.1,4.36,0,3,12
2023-03-27,tomatoes,Tarkwa,222.2,4.43,0,3,13
2023-04-03,tomatoes,Tarkwa,304.0,4.49,1,4,14
2023-04-10,tomatoes,Tarkwa,334.0,4.42,1,4,15
2023-04-17,tomatoes,Tarkwa,208.2,4.44,0,4,16
2023-04-24,tomatoes,Tarkwa,182.8,4.65,0,4,17
2023-05-01,tomatoes,Tarkwa,199.5,4.64,0,5,18
2023-05-08,tomatoes,Tarkwa,224.0,3.91,0,5,19
2023-05-15,tomatoes,Tarkwa,195.8,4.36,0,5,20
2023-05-22,tomatoes,Tarkwa,209.7,4.39,0,5,21
2023-05-29,tomatoes,Tarkwa,217.6,4.11,0,5,22
2023-06-05,tomatoes,Tarkwa,201.0,4.85,0,6,23
2023-06-12,tomatoes,Tarkwa,194.1,5.08,0,6,24
2023-06-19,tomatoes,Tarkwa,208.2,4.62,0,6,25
2023-06-26,tomatoes,Tarkwa,195.9,4.9,0,6,26
2023-07-03,tomatoes,Tarkwa,193.0,5.25,0,7,27
2023-07-10,tomatoes,Tarkwa,182.7,5.3,0,7,28
2023-07-17,tomatoes,Tarkwa,206.8,5.77,0,7,29
2023-07-24,tomatoes,Tarkwa,173.3,5.33,0,7,30
2023-07-31,tomatoes,Tarkwa,177.2,5.55,0,7,31
2023-08-07,tomatoes,Tarkwa,286.7,5.07,1,8,32
2023-08-14,tomatoes,Tarkwa,296.6,5.89,1,8,33
2023-08-21,tomatoes,Tarkwa,252.0,5.62,1,8,34
2023-08-28,tomatoes,Tarkwa,287.6,5.44,1,8,35
2023-09-04,tomatoes,Tarkwa,202.9,5.04,0,9,36
2023-09-11,tomatoes,Tarkwa,216.6,4.65,0,9,37
2023-09-18,tomatoes,Tarkwa,211.0,5.16,0,9,38
2023-09-25,tomatoes,Tarkwa,220.5,4.86,0,9,39
2023-10-02,tomatoes,Tarkwa,202.8,4.18,0,10,40
2023-10-09,tomatoes,Tarkwa,212.7,4.13,0,10,41
2023-10-16,tomatoes,Tarkwa,187.1,4.12,0,10,42
2023-10-23,tomatoes,Tarkwa,204.2,4.33,0,10,43
2023-10-30,tomatoes,Tarkwa,195.7,4.26,0,10,44
2023-11-06,tomatoes,Tarkwa,201.3,4.35,0,11,45
2023-11-13,tomatoes,Tarkwa,186.5,4.24,0,11,46
2023-11-20,tomatoes,Tarkwa,209.2,4.33,0,11,47
2023-11-27,tomatoes,Tarkwa,188.7,4.17,0,11,48
2023-12-04,tomatoes,Tarkwa,196.6,4.65,0,12,49
2023-12-11,tomatoes,Tarkwa,202.1,4.0,0,12,50
2023-12-18,tomatoes,Tarkwa,189.9,4.49,0,12,51
2023-12-25,tomatoes,Tarkwa,354.8,4.5,1,12,52
2024-01-01,tomatoes,Tarkwa,205.1,5.28,0,1,1
2024-01-08,tomatoes,Tarkwa,193.7,5.95,0,1,2
2024-01-15,tomatoes,Tarkwa,205.1,5.68,0,1,3
2024-01-22,tomatoes,Tarkwa,179.1,5.67,0,1,4
2024-01-29,tomatoes,Tarkwa,210.3,5.47,0,1,5
2024-02-05,tomatoes,Tarkwa,177.6,5.45,0,2,6
2024-02-12,tomatoes,Tarkwa,203.5,5.45,0,2,7
2024-02-19,tomatoes,Tarkwa,185.7,5.58,0,2,8
2024-02-26,tomatoes,Tarkwa,175.5,5.8,0,2,9
2024-03-04,tomatoes,Tarkwa,214.0,4.75,0,3,10
2024-03-11,tomatoes,Tarkwa,225.7,4.54,0,3,11
2024-03-18,tomatoes,Tarkwa,213.7,4.87,0,3,12
2024-03-25,tomatoes,Tarkwa,204.6,4.89,0,3,13
2024-04-01,tomatoes,Tarkwa,323.4,4.87,1,4,14
2024-04-08,tomatoes,Tarkwa,330.5,4.88,1,4,15
2024-04-15,tomatoes,Tarkwa,213.6,4.69,0,4,16
2024-04-22,tomatoes,Tarkwa,220.8,4.57,0,4,17
2024-04-29,tomatoes,Tarkwa,216.1,4.58,0,4,18
2024-05-06,tomatoes,Tarkwa,230.3,4.46,0,5,19
2024-05-13,tomatoes,Tarkwa,186.6,4.82,0,5,20
2024-05-20,tomatoes,Tarkwa,207.1,4.76,0,5,21
2024-05-27,tomatoes,Tarkwa,193.6,4.69,0,5,22
2024-06-03,tomatoes,Tarkwa,230.7,4.6,0,6,23
2024-06-10,tomatoes,Tarkwa,235.6,4.96,0,6,24
2024-06-17,tomatoes,Tarkwa,193.9,5.46,0,6,25
2024-06-24,tomatoes,Tarkwa,212.3,5.08,0,6,26
2024-07-01,tomatoes,Tarkwa,196.4,5.97,0,7,27
2024-07-08,tomatoes,Tarkwa,173.6,5.56,0,7,28
2024-07-15,tomatoes,Tarkwa,176.4,6.22,0,7,29
2024-07-22,tomatoes,Tarkwa,194.9,5.85,0,7,30
2024-07-29,tomatoes,Tarkwa,155.6,5.95,0,7,31
2024-08-05,tomatoes,Tarkwa,250.5,6.47,1,8,32
2024-08-12,tomatoes,Tarkwa,290.1,6.28,1,8,33
2024-08-19,tomatoes,Tarkwa,304.3,5.85,1,8,34
2024-08-26,tomatoes,Tarkwa,296.1,5.78,1,8,35
2024-09-02,tomatoes,Tarkwa,220.6,5.25,0,9,36
2024-09-09,tomatoes,Tarkwa,206.9,5.43,0,9,37
2024-09-16,tomatoes,Tarkwa,215.0,5.3,0,9,38
2024-09-23,tomatoes,Tarkwa,205.9,5.24,0,9,39
2024-09-30,tomatoes,Tarkwa,200.0,5.64,0,9,40
2024-10-07,tomatoes,Tarkwa,204.0,4.53,0,10,41
2024-10-14,tomatoes,Tarkwa,212.8,4.97,0,10,42
2024-10-21,tomatoes,Tarkwa,229.9,4.57,0,10,43
2024-10-28,tomatoes,Tarkwa,217.1,4.88,0,10,44
2024-11-04,tomatoes,Tarkwa,204.1,4.65,0,11,45
2024-11-11,tomatoes,Tarkwa,193.8,4.76,0,11,46
2024-11-18,tomatoes,Tarkwa,232.8,4.45,0,11,47
2024-11-25,tomatoes,Tarkwa,224.1,4.43,0,11,48
2024-12-02,tomatoes,Tarkwa,213.0,4.7,0,12,49
2024-12-09,tomatoes,Tarkwa,198.1,4.79,0,12,50
2024-12-16,tomatoes,Tarkwa,217.0,4.62,0,12,51
2024-12-23,tomatoes,Tarkwa,342.1,4.38,1,12,52
2024-12-30,tomatoes,Tarkwa,381.1,4.36,1,12,1
2018-01-01,tomatoes,Bogoso,200.9,3.1,0,1,1
2018-01-08,tomatoes,Bogoso,192.2,3.35,0,1,2
2018-01-15,tomatoes,Bogoso,177.0,3.49,0,1,3
2018-01-22,tomatoes,Bogoso,160.9,3.34,0,1,4
2018-01-29,tomatoes,Bogoso,190.5,3.04,0,1,5
2018-02-05,tomatoes,Bogoso,199.2,3.34,0,2,6
2018-02-12,tomatoes,Bogoso,167.4,3.34,0,2,7
2018-02-19,tomatoes,Bogoso,165.0,3.64,0,2,8
2018-02-26,tomatoes,Bogoso,199.2,3.17,0,2,9
2018-03-05,tomatoes,Bogoso,197.7,2.84,0,3,10
2018-03-12,tomatoes,Bogoso,206.1,3.08,0,3,11
2018-03-19,tomatoes,Bogoso,178.1,2.93,0,3,12
2018-03-26,tomatoes,Bogoso,174.3,2.95,0,3,13
2018-04-02,tomatoes,Bogoso,318.3,2.91,1,4,14
2018-04-09,tomatoes,Bogoso,273.2,2.94,1,4,15
2018-04-16,tomatoes,Bogoso,182.5,2.99,0,4,16
2018-04-23,tomatoes,Bogoso,192.7,2.81,0,4,17
2018-04-30,tomatoes,Bogoso,195.6,3.0,0,4,18
2018-05-07,tomatoes,Bogoso,204.6,2.76,0,5,19
2018-05-14,tomatoes,Bogoso,192.4,2.96,0,5,20
2018-05-21,tomatoes,Bogoso,183.7,2.94,0,5,21
2018-05-28,tomatoes,Bogoso,206.7,2.85,0,5,22
2018-06-04,tomatoes,Bogoso,232.9,3.19,0,6,23
2018-06-11,tomatoes,Bogoso,199.1,3.11,0,6,24
2018-06-18,tomatoes,Bogoso,194.7,3.06,0,6,25
2018-06-25,tomatoes,Bogoso,174.6,3.15,0,6,26
2018-07-02,tomatoes,Bogoso,171.6,3.44,0,7,27
2018-07-09,tomatoes,Bogoso,168.4,3.65,0,7,28
2018-07-16,tomatoes,Bogoso,173.0,3.43,0,7,29
2018-07-23,tomatoes,Bogoso,168.7,3.7,0,7,30
2018-07-30,tomatoes,Bogoso,197.8,3.43,0,7,31
2018-08-06,tomatoes,Bogoso,282.4,3.54,1,8,32
2018-08-13,tomatoes,Bogoso,260.8,3.53,1,8,33
2018-08-20,tomatoes,Bogoso,230.6,3.81,1,8,34
2018-08-27,tomatoes,Bogoso,276.2,3.67,1,8,35
2018-09-03,tomatoes,Bogoso,188.9,3.23,0,9,36
2018-09-10,tomatoes,Bogoso,166.4,3.32,0,9,37
2018-09-17,tomatoes,Bogoso,209.8,2.98,0,9,38
2018-09-24,tomatoes,Bogoso,200.2,3.25,0,9,39
2018-10-01,tomatoes,Bogoso,154.6,3.01,0,10,40
2018-10-08,tomatoes,Bogoso,181.6,2.8,0,10,41
2018-10-15,tomatoes,Bogoso,190.3,2.79,0,10,42
2018-10-22,tomatoes,Bogoso,196.8,2.85,0,10,43
2018-10-29,tomatoes,Bogoso,181.2,2.88,0,10,44
2018-11-05,tomatoes,Bogoso,194.2,2.58,0,11,45
2018-11-12,tomatoes,Bogoso,211.5,2.61,0,11,46
2018-11-19,tomatoes,Bogoso,185.4,2.83,0,11,47
2018-11-26,tomatoes,Bogoso,202.9,2.72,0,11,48
2018-12-03,tomatoes,Bogoso,172.8,2.97,0,12,49
2018-12-10,tomatoes,Bogoso,178.3,2.79,0,12,50
2018-12-17,tomatoes,Bogoso,213.8,2.6,0,12,51
2018-12-24,tomatoes,Bogoso,337.2,2.68,1,12,52
2018-12-31,tomatoes,Bogoso,368.2,2.51,1,12,1
2019-01-07,tomatoes,Bogoso,174.6,3.57,0,1,2
2019-01-14,tomatoes,Bogoso,171.4,3.58,0,1,3
2019-01-21,tomatoes,Bogoso,195.9,3.55,0,1,4
2019-01-28,tomatoes,Bogoso,157.6,3.76,0,1,5
2019-02-04,tomatoes,Bogoso,186.2,3.8,0,2,6
2019-02-11,tomatoes,Bogoso,194.3,3.61,0,2,7
2019-02-18,tomatoes,Bogoso,201.6,3.32,0,2,8
2019-02-25,tomatoes,Bogoso,168.7,3.72,0,2,9
2019-03-04,tomatoes,Bogoso,180.0,3.18,0,3,10
2019-03-11,tomatoes,Bogoso,188.2,3.15,0,3,11
2019-03-18,tomatoes,Bogoso,172.5,3.23,0,3,12
2019-03-25,tomatoes,Bogoso,187.7,2.97,0,3,13
2019-04-01,tomatoes,Bogoso,297.5,3.38,1,4,14
2019-04-08,tomatoes,Bogoso,324.6,3.01,1,4,15
2019-04-15,tomatoes,Bogoso,176.4,3.23,0,4,16
2019-04-22,tomatoes,Bogoso,211.3,2.92,0,4,17
2019-04-29,tomatoes,Bogoso,203.4,3.02,0,4,18
2019-05-06,tomatoes,Bogoso,201.6,3.34,0,5,19
2019-05-13,tomatoes,Bogoso,201.2,3.12,0,5,20
2019-05-20,tomatoes,Bogoso,200.2,3.26,0,5,21
2019-05-27,tomatoes,Bogoso,197.2,3.18,0,5,22
2019-06-03,tomatoes,Bogoso,203.2,3.43,0,6,23
2019-06-10,tomatoes,Bogoso,169.4,3.64,0,6,24
2019-06-17,tomatoes,Bogoso,191.0,3.42,0,6,25
2019-06-24,tomatoes,Bogoso,201.7,3.2,0,6,26
2019-07-01,tomatoes,Bogoso,177.7,3.76,0,7,27
2019-07-08,tomatoes,Bogoso,177.7,3.97,0,7,28
2019-07-15,tomatoes,Bogoso,180.4,3.95,0,7,29
2019-07-22,tomatoes,Bogoso,189.1,3.64,0,7,30
2019-07-29,tomatoes,Bogoso,178.1,3.77,0,7,31
2019-08-05,tomatoes,Bogoso,256.3,3.82,1,8,32
2019-08-12,tomatoes,Bogoso,283.6,3.86,1,8,33
2019-08-19,tomatoes,Bogoso,280.4,3.7,1,8,34
2019-08-26,tomatoes,Bogoso,252.2,3.81,1,8,35
2019-09-02,tomatoes,Bogoso,194.3,3.41,0,9,36
2019-09-09,tomatoes,Bogoso,168.3,3.62,0,9,37
2019-09-16,tomatoes,Bogoso,188.0,3.63,0,9,38
2019-09-23,tomatoes,Bogoso,190.5,3.5,0,9,39
2019-09-30,tomatoes,Bogoso,187.7,3.46,0,9,40
2019-10-07,tomatoes,Bogoso,213.6,3.02,0,10,41
2019-10-14,tomatoes,Bogoso,186.6,2.91,0,10,42
2019-10-21,tomatoes,Bogoso,211.2,2.87,0,10,43
2019-10-28,tomatoes,Bogoso,228.0,2.89,0,10,44
2019-11-04,tomatoes,Bogoso,212.7,2.95,0,11,45
2019-11-11,tomatoes,Bogoso,202.5,2.89,0,11,46
2019-11-18,tomatoes,Bogoso,181.6,3.05,0,11,47
2019-11-25,tomatoes,Bogoso,175.9,3.12,0,11,48
2019-12-02,tomatoes,Bogoso,201.2,2.85,0,12,49
2019-12-09,tomatoes,Bogoso,188.0,3.05,0,12,50
2019-12-16,tomatoes,Bogoso,189.0,3.02,0,12,51
2019-12-23,tomatoes,Bogoso,316.3,3.09,1,12,52
2019-12-30,tomatoes,Bogoso,324.6,3.04,1,12,1
2020-01-06,tomatoes,Bogoso,196.4,3.67,0,1,2
2020-01-13,tomatoes,Bogoso,175.6,3.7,0,1,3
2020-01-20,tomatoes,Bogoso,174.9,3.9,0,1,4
2020-01-27,tomatoes,Bogoso,175.3,4.06,0,1,5
2020-02-03,tomatoes,Bogoso,193.8,3.57,0,2,6
2020-02-10,tomatoes,Bogoso,201.1,3.97,0,2,7
2020-02-17,tomatoes,Bogoso,178.9,4.11,0,2,8
2020-02-24,tomatoes,Bogoso,165.8,3.9,0,2,9
2020-03-02,tomatoes,Bogoso,197.7,3.44,0,3,10
2020-03-09,tomatoes,Bogoso,206.9,3.27,0,3,11
2020-03-16,tomatoes,Bogoso,195.2,3.35,0,3,12
2020-03-23,tomatoes,Bogoso,191.5,3.14,0,3,13
2020-03-30,tomatoes,Bogoso,233.3,3.05,0,3,14
2020-04-06,tomatoes,Bogoso,281.5,3.51,1,4,15
2020-04-13,tomatoes,Bogoso,331.4,3.25,1,4,16
2020-04-20,tomatoes,Bogoso,201.7,3.32,0,4,17
2020-04-27,tomatoes,Bogoso,212.3,3.2,0,4,18
2020-05-04,tomatoes,Bogoso,226.8,3.21,0,5,19
2020-05-11,tomatoes,Bogoso,204.6,3.38,0,5,20
2020-05-18,tomatoes,Bogoso,194.3,3.31,0,5,21
2020-05-25,tomatoes,Bogoso,207.4,3.46,0,5,22
2020-06-01,tomatoes,Bogoso,185.2,3.79,0,6,23
2020-06-08,tomatoes,Bogoso,195.1,3.77,0,6,24
2020-06-15,tomatoes,Bogoso,178.6,3.76,0,6,25
2020-06-22,tomatoes,Bogoso,174.7,3.96,0,6,26
2020-06-29,tomatoes,Bogoso,201.9,3.57,0,6,27
2020-07-06,tomatoes,Bogoso,183.6,4.19,0,7,28
2020-07-13,tomatoes,Bogoso,155.8,4.39,0,7,29
2020-07-20,tomatoes,Bogoso,178.1,4.41,0,7,30
2020-07-27,tomatoes,Bogoso,178.2,3.96,0,7,31
2020-08-03,tomatoes,Bogoso,292.1,4.17,1,8,32
2020-08-10,tomatoes,Bogoso,252.9,4.45,1,8,33
2020-08-17,tomatoes,Bogoso,246.8,4.31,1,8,34
2020-08-24,tomatoes,Bogoso,268.2,4.26,1,8,35
2020-08-31,tomatoes,Bogoso,255.5,4.19,1,8,36
2020-09-07,tomatoes,Bogoso,213.3,3.74,0,9,37
2020-09-14,tomatoes,Bogoso,194.3,3.84,0,9,38
2020-09-21,tomatoes,Bogoso,195.6,3.76,0,9,39
2020-09-28,tomatoes,Bogoso,203.2,3.79,0,9,40
2020-10-05,tomatoes,Bogoso,187.0,3.26,0,10,41
2020-10-12,tomatoes,Bogoso,187.9,3.16,0,10,42
2020-10-19,tomatoes,Bogoso,201.1,3.32,0,10,43
2020-10-26,tomatoes,Bogoso,171.5,3.63,0,10,44
2020-11-02,tomatoes,Bogoso,197.1,3.04,0,11,45
2020-11-09,tomatoes,Bogoso,208.0,3.31,0,11,46
2020-11-16,tomatoes,Bogoso,211.0,3.17,0,11,47
2020-11-23,tomatoes,Bogoso,181.9,3.34,0,11,48
2020-11-30,tomatoes,Bogoso,192.4,3.27,0,11,49
2020-12-07,tomatoes,Bogoso,185.1,3.39,0,12,50
2020-12-14,tomatoes,Bogoso,214.3,3.44,0,12,51
2020-12-21,tomatoes,Bogoso,348.3,3.32,1,12,52
2020-12-28,tomatoes,Bogoso,313.5,3.44,1,12,53
2021-01-04,tomatoes,Bogoso,207.5,3.81,0,1,1
2021-01-11,tomatoes,Bogoso,163.4,4.47,0,1,2
2021-01-18,tomatoes,Bogoso,176.7,4.27,0,1,3
2021-01-25,tomatoes,Bogoso,181.5,4.39,0,1,4
2021-02-01,tomatoes,Bogoso,198.8,4.03,0,2,5
2021-02-08,tomatoes,Bogoso,190.3,4.09,0,2,6
2021-02-15,tomatoes,Bogoso,188.4,4.26,0,2,7
2021-02-22,tomatoes,Bogoso,187.5,4.23,0,2,8
2021-03-01,tomatoes,Bogoso,196.6,3.67,0,3,9
2021-03-08,tomatoes,Bogoso,190.3,3.79,0,3,10
2021-03-15,tomatoes,Bogoso,206.2,3.37,0,3,11
2021-03-22,tomatoes,Bogoso,197.3,3.77,0,3,12
2021-03-29,tomatoes,Bogoso,205.1,3.63,0,3,13
2021-04-05,tomatoes,Bogoso,321.4,3.62,1,4,14
2021-04-12,tomatoes,Bogoso,306.7,3.44,1,4,15
2021-04-19,tomatoes,Bogoso,185.6,3.73,0,4,16
2021-04-26,tomatoes,Bogoso,221.5,3.3,0,4,17
2021-05-03,tomatoes,Bogoso,214.5,3.77,0,5,18
2021-05-10,tomatoes,Bogoso,212.1,3.46,0,5,19
2021-05-17,tomatoes,Bogoso,195.7,3.68,0,5,20
2021-05-24,tomatoes,Bogoso,204.2,3.66,0,5,21
2021-05-31,tomatoes,Bogoso,180.8,3.85,0,5,22
2021-06-07,tomatoes,Bogoso,215.8,3.99,0,6,23
2021-06-14,tomatoes,Bogoso,205.4,3.91,0,6,24
2021-06-21,tomatoes,Bogoso,193.9,3.94,0,6,25
2021-06-28,tomatoes,Bogoso,189.6,4.23,0,6,26
2021-07-05,tomatoes,Bogoso,174.4,4.63,0,7,27
2021-07-12,tomatoes,Bogoso,199.8,4.46,0,7,28
2021-07-19,tomatoes,Bogoso,182.1,4.49,0,7,29
2021-07-26,tomatoes,Bogoso,193.9,4.25,0,7,30
2021-08-02,tomatoes,Bogoso,280.4,4.63,1,8,31
2021-08-09,tomatoes,Bogoso,276.7,4.24,1,8,32
2021-08-16,tomatoes,Bogoso,271.1,4.7,1,8,33
2021-08-23,tomatoes,Bogoso,277.3,4.59,1,8,34
2021-08-30,tomatoes,Bogoso,232.0,5.0,1,8,35
2021-09-06,tomatoes,Bogoso,209.9,3.92,0,9,36
2021-09-13,tomatoes,Bogoso,200.1,4.08,0,9,37
2021-09-20,tomatoes,Bogoso,191.1,4.4,0,9,38
2021-09-27,tomatoes,Bogoso,193.3,4.3,0,9,39
2021-10-04,tomatoes,Bogoso,211.1,3.41,0,10,40
2021-10-11,tomatoes,Bogoso,218.4,3.54,0,10,41
2021-10-18,tomatoes,Bogoso,189.1,3.51,0,10,42
2021-10-25,tomatoes,Bogoso,197.6,3.55,0,10,43
2021-11-01,tomatoes,Bogoso,216.7,3.43,0,11,44
2021-11-08,tomatoes,Bogoso,210.2,3.52,0,11,45
2021-11-15,tomatoes,Bogoso,220.4,3.3,0,11,46
2021-11-22,tomatoes,Bogoso,236.6,3.55,0,11,47
